protein1_ID	protein2_ID
P34247	Q12499
P35194	P36009
P35194	P36144
P35194	P38333
P35194	P38712
P35194	P38719
P35194	P39985
P35194	P39990
P35194	P40055
P35194	P40079
P35194	P40498
P35194	P45818
P35194	P47077
P35194	P53131
P35194	P53251
P35194	P53317
P35194	P53335
P35194	P53743
P35194	P53914
P35194	Q00416
P35194	Q03532
P35194	Q04217
P35194	Q04500
P35194	Q05022
P35194	Q05498
P35194	Q06106
P35194	Q06132
P35194	Q06287
P35194	Q06344
P35194	Q06506
P35194	Q07623
P35194	Q08492
P35194	Q12099
P35194	Q12136
P35194	Q12247
P35194	Q12339
P35194	Q12460
P35194	Q12481
P35194	Q12499
P36009	P36144
P36009	P38333
P36009	P38712
P36009	P38719
P36009	P39985
P36009	P39990
P36009	P40055
P36009	P40079
P36009	P40498
P36009	P45818
P36009	P47077
P36009	P53131
P36009	P53251
P36009	P53317
P36009	P53335
P36009	P53743
P36009	P53914
P36009	Q00416
P36009	Q03532
P36009	Q04217
P36009	Q04500
P36009	Q05022
P36009	Q05498
P36009	Q06106
P36009	Q06132
P36009	Q06287
P36009	Q06344
P36009	Q06506
P36009	Q07623
P36009	Q08492
P36009	Q12099
P36009	Q12136
P36009	Q12247
P36009	Q12339
P36009	Q12460
P36009	Q12481
P36009	Q12499
P36144	P38333
P36144	P38712
P36144	P38719
P36144	P39985
P36144	P39990
P36144	P40055
P36144	P40079
P36144	P40498
P36144	P45818
P36144	P47077
P36144	P53131
P36144	P53251
P36144	P53317
P36144	P53335
P36144	P53743
P36144	P53914
P36144	Q00416
P36144	Q03532
P36144	Q04217
P36144	Q04500
P36144	Q05022
P36144	Q05498
P36144	Q06106
P36144	Q06132
P36144	Q06287
P36144	Q06344
P36144	Q06506
P36144	Q07623
P36144	Q08492
P36144	Q12099
P36144	Q12136
P36144	Q12247
P36144	Q12339
P36144	Q12460
P36144	Q12481
P36144	Q12499
P38333	P38712
P38333	P38719
P38333	P39985
P38333	P39990
P38333	P40055
P38333	P40079
P38333	P40498
P38333	P45818
P38333	P47077
P38333	P53131
P38333	P53251
P38333	P53317
P38333	P53335
P38333	P53743
P38333	P53914
P38333	Q00416
P38333	Q03532
P38333	Q04217
P38333	Q04500
P38333	Q05022
P38333	Q05498
P38333	Q06106
P38333	Q06132
P38333	Q06287
P38333	Q06344
P38333	Q06506
P38333	Q07623
P38333	Q08492
P38333	Q12099
P38333	Q12136
P38333	Q12247
P38333	Q12339
P38333	Q12460
P38333	Q12481
P38333	Q12499
P38712	P38719
P38712	P39985
P38712	P39990
P38712	P40055
P38712	P40079
P38712	P40498
P38712	P45818
P38712	P47077
P38712	P53131
P38712	P53251
P38712	P53317
P38712	P53335
P38712	P53743
P38712	P53914
P38712	Q00416
P38712	Q03532
P38712	Q04217
P38712	Q04500
P38712	Q05022
P38712	Q05498
P38712	Q06106
P38712	Q06132
P38712	Q06287
P38712	Q06344
P38712	Q06506
P38712	Q07623
P38712	Q08492
P38712	Q12099
P38712	Q12136
P38712	Q12247
P38712	Q12339
P38712	Q12460
P38712	Q12481
P38712	Q12499
P38719	P39985
P38719	P39990
P38719	P40055
P38719	P40079
P38719	P40498
P38719	P45818
P38719	P47077
P38719	P53131
P38719	P53251
P38719	P53317
P38719	P53335
P38719	P53743
P38719	P53914
P38719	Q00416
P38719	Q03532
P38719	Q04217
P38719	Q04500
P38719	Q05022
P38719	Q05498
P38719	Q06106
P38719	Q06132
P38719	Q06287
P38719	Q06344
P38719	Q06506
P38719	Q07623
P38719	Q08492
P38719	Q12099
P38719	Q12136
P38719	Q12247
P38719	Q12339
P38719	Q12460
P38719	Q12481
P38719	Q12499
P39985	P39990
P39985	P40055
P39985	P40079
P39985	P40498
P39985	P45818
P39985	P47077
P39985	P53131
P39985	P53251
P39985	P53317
P39985	P53335
P39985	P53743
P39985	P53914
P39985	Q00416
P39985	Q03532
P39985	Q04217
P39985	Q04500
P39985	Q05022
P39985	Q05498
P39985	Q06106
P39985	Q06132
P39985	Q06287
P39985	Q06344
P39985	Q06506
P39985	Q07623
P39985	Q08492
P39985	Q12099
P39985	Q12136
P39985	Q12247
P39985	Q12339
P39985	Q12460
P39985	Q12481
P39985	Q12499
P39990	P40055
P39990	P40079
P39990	P40498
P39990	P45818
P39990	P47077
P39990	P53131
P39990	P53251
P39990	P53317
P39990	P53335
P39990	P53743
P39990	P53914
P39990	Q00416
P39990	Q03532
P39990	Q04217
P39990	Q04500
P39990	Q05022
P39990	Q05498
P39990	Q06106
P39990	Q06132
P39990	Q06287
P39990	Q06344
P39990	Q06506
P39990	Q07623
P39990	Q08492
P39990	Q12099
P39990	Q12136
P39990	Q12247
P39990	Q12339
P39990	Q12460
P39990	Q12481
P39990	Q12499
P40055	P40079
P40055	P40498
P40055	P45818
P40055	P47077
P40055	P53131
P40055	P53251
P40055	P53317
P40055	P53335
P40055	P53743
P40055	P53914
P40055	Q00416
P40055	Q03532
P40055	Q04217
P40055	Q04500
P40055	Q05022
P40055	Q05498
P40055	Q06106
P40055	Q06132
P40055	Q06287
P40055	Q06344
P40055	Q06506
P40055	Q07623
P40055	Q08492
P40055	Q12099
P40055	Q12136
P40055	Q12247
P40055	Q12339
P40055	Q12460
P40055	Q12481
P40055	Q12499
P40079	P40498
P40079	P45818
P40079	P47077
P40079	P53131
P40079	P53251
P40079	P53317
P40079	P53335
P40079	P53743
P40079	P53914
P40079	Q00416
P40079	Q03532
P40079	Q04217
P40079	Q04500
P40079	Q05022
P40079	Q05498
P40079	Q06106
P40079	Q06132
P40079	Q06287
P40079	Q06344
P40079	Q06506
P40079	Q07623
P40079	Q08492
P40079	Q12099
P40079	Q12136
P40079	Q12247
P40079	Q12339
P40079	Q12460
P40079	Q12481
P40079	Q12499
P40498	P45818
P40498	P47077
P40498	P53131
P40498	P53251
P40498	P53317
P40498	P53335
P40498	P53743
P40498	P53914
P40498	Q00416
P40498	Q03532
P40498	Q04217
P40498	Q04500
P40498	Q05022
P40498	Q05498
P40498	Q06106
P40498	Q06132
P40498	Q06287
P40498	Q06344
P40498	Q06506
P40498	Q07623
P40498	Q08492
P40498	Q12099
P40498	Q12136
P40498	Q12247
P40498	Q12339
P40498	Q12460
P40498	Q12481
P40498	Q12499
P45818	P47077
P45818	P53131
P45818	P53251
P45818	P53317
P45818	P53335
P45818	P53743
P45818	P53914
P45818	Q00416
P45818	Q03532
P45818	Q04217
P45818	Q04500
P45818	Q05022
P45818	Q05498
P45818	Q06106
P45818	Q06132
P45818	Q06287
P45818	Q06344
P45818	Q06506
P45818	Q07623
P45818	Q08492
P45818	Q12099
P45818	Q12136
P45818	Q12247
P45818	Q12339
P45818	Q12460
P45818	Q12481
P45818	Q12499
P47077	P53131
P47077	P53251
P47077	P53317
P47077	P53335
P47077	P53743
P47077	P53914
P47077	Q00416
P47077	Q03532
P47077	Q04217
P47077	Q04500
P47077	Q05022
P47077	Q05498
P47077	Q06106
P47077	Q06132
P47077	Q06287
P47077	Q06344
P47077	Q06506
P47077	Q07623
P47077	Q08492
P47077	Q12099
P47077	Q12136
P47077	Q12247
P47077	Q12339
P47077	Q12460
P47077	Q12481
P47077	Q12499
P53131	P53251
P53131	P53317
P53131	P53335
P53131	P53743
P53131	P53914
P53131	Q00416
P53131	Q03532
P53131	Q04217
P53131	Q04500
P53131	Q05022
P53131	Q05498
P53131	Q06106
P53131	Q06132
P53131	Q06287
P53131	Q06344
P53131	Q06506
P53131	Q07623
P53131	Q08492
P53131	Q12099
P53131	Q12136
P53131	Q12247
P53131	Q12339
P53131	Q12460
P53131	Q12481
P53131	Q12499
P53251	P53317
P53251	P53335
P53251	P53743
P53251	P53914
P53251	Q00416
P53251	Q03532
P53251	Q04217
P53251	Q04500
P53251	Q05022
P53251	Q05498
P53251	Q06106
P53251	Q06132
P53251	Q06287
P53251	Q06344
P53251	Q06506
P53251	Q07623
P53251	Q08492
P53251	Q12099
P53251	Q12136
P53251	Q12247
P53251	Q12339
P53251	Q12460
P53251	Q12481
P53251	Q12499
P53317	P53335
P53317	P53743
P53317	P53914
P53317	Q00416
P53317	Q03532
P53317	Q04217
P53317	Q04500
P53317	Q05022
P53317	Q05498
P53317	Q06106
P53317	Q06132
P53317	Q06287
P53317	Q06344
P53317	Q06506
P53317	Q07623
P53317	Q08492
P53317	Q12099
P53317	Q12136
P53317	Q12247
P53317	Q12339
P53317	Q12460
P53317	Q12481
P53317	Q12499
P53335	P53743
P53335	P53914
P53335	Q00416
P53335	Q03532
P53335	Q04217
P53335	Q04500
P53335	Q05022
P53335	Q05498
P53335	Q06106
P53335	Q06132
P53335	Q06287
P53335	Q06344
P53335	Q06506
P53335	Q07623
P53335	Q08492
P53335	Q12099
P53335	Q12136
P53335	Q12247
P53335	Q12339
P53335	Q12460
P53335	Q12481
P53335	Q12499
P53743	P53914
P53743	Q00416
P53743	Q03532
P53743	Q04217
P53743	Q04500
P53743	Q05022
P53743	Q05498
P53743	Q06106
P53743	Q06132
P53743	Q06287
P53743	Q06344
P53743	Q06506
P53743	Q07623
P53743	Q08492
P53743	Q12099
P53743	Q12136
P53743	Q12247
P53743	Q12339
P53743	Q12460
P53743	Q12481
P53743	Q12499
P53914	Q00416
P53914	Q03532
P53914	Q04217
P53914	Q04500
P53914	Q05022
P53914	Q05498
P53914	Q06106
P53914	Q06132
P53914	Q06287
P53914	Q06344
P53914	Q06506
P53914	Q07623
P53914	Q08492
P53914	Q12099
P53914	Q12136
P53914	Q12247
P53914	Q12339
P53914	Q12460
P53914	Q12481
P53914	Q12499
Q00416	Q03532
Q00416	Q04217
Q00416	Q04500
Q00416	Q05022
Q00416	Q05498
Q00416	Q06106
Q00416	Q06132
Q00416	Q06287
Q00416	Q06344
Q00416	Q06506
Q00416	Q07623
Q00416	Q08492
Q00416	Q12099
Q00416	Q12136
Q00416	Q12247
Q00416	Q12339
Q00416	Q12460
Q00416	Q12481
Q00416	Q12499
Q03532	Q04217
Q03532	Q04500
Q03532	Q05022
Q03532	Q05498
Q03532	Q06106
Q03532	Q06132
Q03532	Q06287
Q03532	Q06344
Q03532	Q06506
Q03532	Q07623
Q03532	Q08492
Q03532	Q12099
Q03532	Q12136
Q03532	Q12247
Q03532	Q12339
Q03532	Q12460
Q03532	Q12481
Q03532	Q12499
Q04217	Q04500
Q04217	Q05022
Q04217	Q05498
Q04217	Q06106
Q04217	Q06132
Q04217	Q06287
Q04217	Q06344
Q04217	Q06506
Q04217	Q07623
Q04217	Q08492
Q04217	Q12099
Q04217	Q12136
Q04217	Q12247
Q04217	Q12339
Q04217	Q12460
Q04217	Q12481
Q04217	Q12499
Q04500	Q05022
Q04500	Q05498
Q04500	Q06106
Q04500	Q06132
Q04500	Q06287
Q04500	Q06344
Q04500	Q06506
Q04500	Q07623
Q04500	Q08492
Q04500	Q12099
Q04500	Q12136
Q04500	Q12247
Q04500	Q12339
Q04500	Q12460
Q04500	Q12481
Q04500	Q12499
Q05022	Q05498
Q05022	Q06106
Q05022	Q06132
Q05022	Q06287
Q05022	Q06344
Q05022	Q06506
Q05022	Q07623
Q05022	Q08492
Q05022	Q12099
Q05022	Q12136
Q05022	Q12247
Q05022	Q12339
Q05022	Q12460
Q05022	Q12481
Q05022	Q12499
Q05498	Q06106
Q05498	Q06132
Q05498	Q06287
Q05498	Q06344
Q05498	Q06506
Q05498	Q07623
Q05498	Q08492
Q05498	Q12099
Q05498	Q12136
Q05498	Q12247
Q05498	Q12339
Q05498	Q12460
Q05498	Q12481
Q05498	Q12499
Q06106	Q06132
Q06106	Q06287
Q06106	Q06344
Q06106	Q06506
Q06106	Q07623
Q06106	Q08492
Q06106	Q12099
Q06106	Q12136
Q06106	Q12247
Q06106	Q12339
Q06106	Q12460
Q06106	Q12481
Q06106	Q12499
Q06132	Q06287
Q06132	Q06344
Q06132	Q06506
Q06132	Q07623
Q06132	Q08492
Q06132	Q12099
Q06132	Q12136
Q06132	Q12247
Q06132	Q12339
Q06132	Q12460
Q06132	Q12481
Q06132	Q12499
Q06287	Q06344
Q06287	Q06506
Q06287	Q07623
Q06287	Q08492
Q06287	Q12099
Q06287	Q12136
Q06287	Q12247
Q06287	Q12339
Q06287	Q12460
Q06287	Q12481
Q06287	Q12499
Q06344	Q06506
Q06344	Q07623
Q06344	Q08492
Q06344	Q12099
Q06344	Q12136
Q06344	Q12247
Q06344	Q12339
Q06344	Q12460
Q06344	Q12481
Q06344	Q12499
Q06506	Q07623
Q06506	Q08492
Q06506	Q12099
Q06506	Q12136
Q06506	Q12247
Q06506	Q12339
Q06506	Q12460
Q06506	Q12481
Q06506	Q12499
Q07623	Q08492
Q07623	Q12099
Q07623	Q12136
Q07623	Q12247
Q07623	Q12339
Q07623	Q12460
Q07623	Q12481
Q07623	Q12499
Q08492	Q12099
Q08492	Q12136
Q08492	Q12247
Q08492	Q12339
Q08492	Q12460
Q08492	Q12481
Q08492	Q12499
Q12099	Q12136
Q12099	Q12247
Q12099	Q12339
Q12099	Q12460
Q12099	Q12481
Q12099	Q12499
Q12136	Q12247
Q12136	Q12339
Q12136	Q12460
Q12136	Q12481
Q12136	Q12499
Q12247	Q12339
Q12247	Q12460
Q12247	Q12481
Q12247	Q12499
Q12339	Q12460
Q12339	Q12481
Q12339	Q12499
Q12460	Q12481
Q12460	Q12499
Q12481	Q12499
P15646	P20448
P15646	P25586
P15646	P27476
P15646	P33201
P15646	P33750
P15646	P34078
P15646	P34247
P15646	P35194
P15646	P36009
P15646	P36144
P15646	P38333
P15646	P38712
P15646	P38719
P15646	P39985
P15646	P39990
P15646	P40055
P15646	P40079
P15646	P40498
P15646	P45818
P15646	P47077
P15646	P53131
P15646	P53251
P15646	P53317
P15646	P53335
P15646	P53743
P15646	P53914
P15646	Q00416
P15646	Q03532
P15646	Q04217
P15646	Q04500
P15646	Q05022
P15646	Q05498
P15646	Q06106
P15646	Q06132
P15646	Q06287
P15646	Q06344
P15646	Q06506
P15646	Q07623
P15646	Q08492
P15646	Q12099
P15646	Q12136
P15646	Q12247
P15646	Q12339
P15646	Q12460
P15646	Q12481
P15646	Q12499
P20448	P25586
P20448	P27476
P20448	P33201
P20448	P33750
P20448	P34078
P20448	P34247
P20448	P35194
P20448	P36009
P20448	P36144
P20448	P38333
P20448	P38712
P20448	P38719
P20448	P39985
P20448	P39990
P20448	P40055
P20448	P40079
P20448	P40498
P20448	P45818
P20448	P47077
P20448	P53131
P20448	P53251
P20448	P53317
P20448	P53335
P20448	P53743
P20448	P53914
P20448	Q00416
P20448	Q03532
P20448	Q04217
P20448	Q04500
P20448	Q05022
P20448	Q05498
P20448	Q06106
P20448	Q06132
P20448	Q06287
P20448	Q06344
P20448	Q06506
P20448	Q07623
P20448	Q08492
P20448	Q12099
P20448	Q12136
P20448	Q12247
P20448	Q12339
P20448	Q12460
P20448	Q12481
P20448	Q12499
P25586	P27476
P25586	P33201
P25586	P33750
P25586	P34078
P25586	P34247
P25586	P35194
P25586	P36009
P25586	P36144
P25586	P38333
P25586	P38712
P25586	P38719
P25586	P39985
P25586	P39990
P25586	P40055
P25586	P40079
P25586	P40498
P25586	P45818
P25586	P47077
P25586	P53131
P25586	P53251
P25586	P53317
P25586	P53335
P25586	P53743
P25586	P53914
P25586	Q00416
P25586	Q03532
P25586	Q04217
P25586	Q04500
P25586	Q05022
P25586	Q05498
P25586	Q06106
P25586	Q06132
P25586	Q06287
P25586	Q06344
P25586	Q06506
P25586	Q07623
P25586	Q08492
P25586	Q12099
P25586	Q12136
P25586	Q12247
P25586	Q12339
P25586	Q12460
P25586	Q12481
P25586	Q12499
P27476	P33201
P27476	P33750
P27476	P34078
P27476	P34247
P27476	P35194
P27476	P36009
P27476	P36144
P27476	P38333
P27476	P38712
P27476	P38719
P27476	P39985
P27476	P39990
P27476	P40055
P27476	P40079
P27476	P40498
P27476	P45818
P27476	P47077
P27476	P53131
P27476	P53251
P27476	P53317
P27476	P53335
P27476	P53743
P27476	P53914
P27476	Q00416
P27476	Q03532
P27476	Q04217
P27476	Q04500
P27476	Q05022
P27476	Q05498
P27476	Q06106
P27476	Q06132
P27476	Q06287
P27476	Q06344
P27476	Q06506
P27476	Q07623
P27476	Q08492
P27476	Q12099
P27476	Q12136
P27476	Q12247
P27476	Q12339
P27476	Q12460
P27476	Q12481
P27476	Q12499
P33201	P33750
P33201	P34078
P33201	P34247
P33201	P35194
P33201	P36009
P33201	P36144
P33201	P38333
P33201	P38712
P33201	P38719
P33201	P39985
P33201	P39990
P33201	P40055
P33201	P40079
P33201	P40498
P33201	P45818
P33201	P47077
P33201	P53131
P33201	P53251
P33201	P53317
P33201	P53335
P33201	P53743
P33201	P53914
P33201	Q00416
P33201	Q03532
P33201	Q04217
P33201	Q04500
P33201	Q05022
P33201	Q05498
P33201	Q06106
P33201	Q06132
P33201	Q06287
P33201	Q06344
P33201	Q06506
P33201	Q07623
P33201	Q08492
P33201	Q12099
P33201	Q12136
P33201	Q12247
P33201	Q12339
P33201	Q12460
P33201	Q12481
P33201	Q12499
P33750	P34078
P33750	P34247
P33750	P35194
P33750	P36009
P33750	P36144
P33750	P38333
P33750	P38712
P33750	P38719
P33750	P39985
P33750	P39990
P33750	P40055
P33750	P40079
P33750	P40498
P33750	P45818
P33750	P47077
P33750	P53131
P33750	P53251
P33750	P53317
P33750	P53335
P33750	P53743
P33750	P53914
P33750	Q00416
P33750	Q03532
P33750	Q04217
P33750	Q04500
P33750	Q05022
P33750	Q05498
P33750	Q06106
P33750	Q06132
P33750	Q06287
P33750	Q06344
P33750	Q06506
P33750	Q07623
P33750	Q08492
P33750	Q12099
P33750	Q12136
P33750	Q12247
P33750	Q12339
P33750	Q12460
P33750	Q12481
P33750	Q12499
P34078	P34247
P34078	P35194
P34078	P36009
P34078	P36144
P34078	P38333
P34078	P38712
P34078	P38719
P34078	P39985
P34078	P39990
P34078	P40055
P34078	P40079
P34078	P40498
P34078	P45818
P34078	P47077
P34078	P53131
P34078	P53251
P34078	P53317
P34078	P53335
P34078	P53743
P34078	P53914
P34078	Q00416
P34078	Q03532
P34078	Q04217
P34078	Q04500
P34078	Q05022
P34078	Q05498
P34078	Q06106
P34078	Q06132
P34078	Q06287
P34078	Q06344
P34078	Q06506
P34078	Q07623
P34078	Q08492
P34078	Q12099
P34078	Q12136
P34078	Q12247
P34078	Q12339
P34078	Q12460
P34078	Q12481
P34078	Q12499
P34247	P35194
P34247	P36009
P34247	P36144
P34247	P38333
P34247	P38712
P34247	P38719
P34247	P39985
P34247	P39990
P34247	P40055
P34247	P40079
P34247	P40498
P34247	P45818
P34247	P47077
P34247	P53131
P34247	P53251
P34247	P53317
P34247	P53335
P34247	P53743
P34247	P53914
P34247	Q00416
P34247	Q03532
P34247	Q04217
P34247	Q04500
P34247	Q05022
P34247	Q05498
P34247	Q06106
P34247	Q06132
P34247	Q06287
P34247	Q06344
P34247	Q06506
P34247	Q07623
P34247	Q08492
P34247	Q12099
P34247	Q12136
P34247	Q12247
P34247	Q12339
P34247	Q12460
P34247	Q12481
P34247	Q12499
P35194	P36009
P35194	P36144
P35194	P38333
P35194	P38712
P35194	P38719
P35194	P39985
P35194	P39990
P35194	P40055
P35194	P40079
P35194	P40498
P35194	P45818
P35194	P47077
P35194	P53131
P35194	P53251
P35194	P53317
P35194	P53335
P35194	P53743
P35194	P53914
P35194	Q00416
P35194	Q03532
P35194	Q04217
P35194	Q04500
P35194	Q05022
P35194	Q05498
P35194	Q06106
P35194	Q06132
P35194	Q06287
P35194	Q06344
P35194	Q06506
P35194	Q07623
P35194	Q08492
P35194	Q12099
P35194	Q12136
P35194	Q12247
P35194	Q12339
P35194	Q12460
P35194	Q12481
P35194	Q12499
P36009	P36144
P36009	P38333
P36009	P38712
P36009	P38719
P36009	P39985
P36009	P39990
P36009	P40055
P36009	P40079
P36009	P40498
P36009	P45818
P36009	P47077
P36009	P53131
P36009	P53251
P36009	P53317
P36009	P53335
P36009	P53743
P36009	P53914
P36009	Q00416
P36009	Q03532
P36009	Q04217
P36009	Q04500
P36009	Q05022
P36009	Q05498
P36009	Q06106
P36009	Q06132
P36009	Q06287
P36009	Q06344
P36009	Q06506
P36009	Q07623
P36009	Q08492
P36009	Q12099
P36009	Q12136
P36009	Q12247
P36009	Q12339
P36009	Q12460
P36009	Q12481
P36009	Q12499
P36144	P38333
P36144	P38712
P36144	P38719
P36144	P39985
P36144	P39990
P36144	P40055
P36144	P40079
P36144	P40498
P36144	P45818
P36144	P47077
P36144	P53131
P36144	P53251
P36144	P53317
P36144	P53335
P36144	P53743
P36144	P53914
P36144	Q00416
P36144	Q03532
P36144	Q04217
P36144	Q04500
P36144	Q05022
P36144	Q05498
P36144	Q06106
P36144	Q06132
P36144	Q06287
P36144	Q06344
P36144	Q06506
P36144	Q07623
P36144	Q08492
P36144	Q12099
P36144	Q12136
P36144	Q12247
P36144	Q12339
P36144	Q12460
P36144	Q12481
P36144	Q12499
P38333	P38712
P38333	P38719
P38333	P39985
P38333	P39990
P38333	P40055
P38333	P40079
P38333	P40498
P38333	P45818
P38333	P47077
P38333	P53131
P38333	P53251
P38333	P53317
P38333	P53335
P38333	P53743
P38333	P53914
P38333	Q00416
P38333	Q03532
P38333	Q04217
P38333	Q04500
P38333	Q05022
P38333	Q05498
P38333	Q06106
P38333	Q06132
P38333	Q06287
P38333	Q06344
P38333	Q06506
P38333	Q07623
P38333	Q08492
P38333	Q12099
P38333	Q12136
P38333	Q12247
P38333	Q12339
P38333	Q12460
P38333	Q12481
P38333	Q12499
P38712	P38719
P38712	P39985
P38712	P39990
P38712	P40055
P38712	P40079
P38712	P40498
P38712	P45818
P38712	P47077
P38712	P53131
P38712	P53251
P38712	P53317
P38712	P53335
P38712	P53743
P38712	P53914
P38712	Q00416
P38712	Q03532
P38712	Q04217
P38712	Q04500
P38712	Q05022
P38712	Q05498
P38712	Q06106
P38712	Q06132
P38712	Q06287
P38712	Q06344
P38712	Q06506
P38712	Q07623
P38712	Q08492
P38712	Q12099
P38712	Q12136
P38712	Q12247
P38712	Q12339
P38712	Q12460
P38712	Q12481
P38712	Q12499
P38719	P39985
P38719	P39990
P38719	P40055
P38719	P40079
P38719	P40498
P38719	P45818
P38719	P47077
P38719	P53131
P38719	P53251
P38719	P53317
P38719	P53335
P38719	P53743
P38719	P53914
P38719	Q00416
P38719	Q03532
P38719	Q04217
P38719	Q04500
P38719	Q05022
P38719	Q05498
P38719	Q06106
P38719	Q06132
P38719	Q06287
P38719	Q06344
P38719	Q06506
P38719	Q07623
P38719	Q08492
P38719	Q12099
P38719	Q12136
P38719	Q12247
P38719	Q12339
P38719	Q12460
P38719	Q12481
P38719	Q12499
P39985	P39990
P39985	P40055
P39985	P40079
P39985	P40498
P39985	P45818
P39985	P47077
P39985	P53131
P39985	P53251
P39985	P53317
P39985	P53335
P39985	P53743
P39985	P53914
P39985	Q00416
P39985	Q03532
P39985	Q04217
P39985	Q04500
P39985	Q05022
P39985	Q05498
P39985	Q06106
P39985	Q06132
P39985	Q06287
P39985	Q06344
P39985	Q06506
P39985	Q07623
P39985	Q08492
P39985	Q12099
P39985	Q12136
P39985	Q12247
P39985	Q12339
P39985	Q12460
P39985	Q12481
P39985	Q12499
P39990	P40055
P39990	P40079
P39990	P40498
P39990	P45818
P39990	P47077
P39990	P53131
P39990	P53251
P39990	P53317
P39990	P53335
P39990	P53743
P39990	P53914
P39990	Q00416
P39990	Q03532
P39990	Q04217
P39990	Q04500
P39990	Q05022
P39990	Q05498
P39990	Q06106
P39990	Q06132
P39990	Q06287
P39990	Q06344
P39990	Q06506
P39990	Q07623
P39990	Q08492
P39990	Q12099
P39990	Q12136
P39990	Q12247
P39990	Q12339
P39990	Q12460
P39990	Q12481
P39990	Q12499
P40055	P40079
P40055	P40498
P40055	P45818
P40055	P47077
P40055	P53131
P40055	P53251
P40055	P53317
P40055	P53335
P40055	P53743
P40055	P53914
P40055	Q00416
P40055	Q03532
P40055	Q04217
P40055	Q04500
P40055	Q05022
P40055	Q05498
P40055	Q06106
P40055	Q06132
P40055	Q06287
P40055	Q06344
P40055	Q06506
P40055	Q07623
P40055	Q08492
P40055	Q12099
P40055	Q12136
P40055	Q12247
P40055	Q12339
P40055	Q12460
P40055	Q12481
P40055	Q12499
P40079	P40498
P40079	P45818
P40079	P47077
P40079	P53131
P40079	P53251
P40079	P53317
P40079	P53335
P40079	P53743
P40079	P53914
P40079	Q00416
P40079	Q03532
P40079	Q04217
P40079	Q04500
P40079	Q05022
P40079	Q05498
P40079	Q06106
P40079	Q06132
P40079	Q06287
P40079	Q06344
P40079	Q06506
P40079	Q07623
P40079	Q08492
P40079	Q12099
P40079	Q12136
P40079	Q12247
P40079	Q12339
P40079	Q12460
P40079	Q12481
P40079	Q12499
P40498	P45818
P40498	P47077
P40498	P53131
P40498	P53251
P40498	P53317
P40498	P53335
P40498	P53743
P40498	P53914
P40498	Q00416
P40498	Q03532
P40498	Q04217
P40498	Q04500
P40498	Q05022
P40498	Q05498
P40498	Q06106
P40498	Q06132
P40498	Q06287
P40498	Q06344
P40498	Q06506
P40498	Q07623
P40498	Q08492
P40498	Q12099
P40498	Q12136
P40498	Q12247
P40498	Q12339
P40498	Q12460
P40498	Q12481
P40498	Q12499
P45818	P47077
P45818	P53131
P45818	P53251
P45818	P53317
P45818	P53335
P45818	P53743
P45818	P53914
P45818	Q00416
P45818	Q03532
P45818	Q04217
P45818	Q04500
P45818	Q05022
P45818	Q05498
P45818	Q06106
P45818	Q06132
P45818	Q06287
P45818	Q06344
P45818	Q06506
P45818	Q07623
P45818	Q08492
P45818	Q12099
P45818	Q12136
P45818	Q12247
P45818	Q12339
P45818	Q12460
P45818	Q12481
P45818	Q12499
P47077	P53131
P47077	P53251
P47077	P53317
P47077	P53335
P47077	P53743
P47077	P53914
P47077	Q00416
P47077	Q03532
P47077	Q04217
P47077	Q04500
P47077	Q05022
P47077	Q05498
P47077	Q06106
P47077	Q06132
P47077	Q06287
P47077	Q06344
P47077	Q06506
P47077	Q07623
P47077	Q08492
P47077	Q12099
P47077	Q12136
P47077	Q12247
P47077	Q12339
P47077	Q12460
P47077	Q12481
P47077	Q12499
P53131	P53251
P53131	P53317
P53131	P53335
P53131	P53743
P53131	P53914
P53131	Q00416
P53131	Q03532
P53131	Q04217
P53131	Q04500
P53131	Q05022
P53131	Q05498
P53131	Q06106
P53131	Q06132
P53131	Q06287
P53131	Q06344
P53131	Q06506
P53131	Q07623
P53131	Q08492
P53131	Q12099
P53131	Q12136
P53131	Q12247
P53131	Q12339
P53131	Q12460
P53131	Q12481
P53131	Q12499
P53251	P53317
P53251	P53335
P53251	P53743
P53251	P53914
P53251	Q00416
P53251	Q03532
P53251	Q04217
P53251	Q04500
P53251	Q05022
P53251	Q05498
P53251	Q06106
P53251	Q06132
P53251	Q06287
P53251	Q06344
P53251	Q06506
P53251	Q07623
P53251	Q08492
P53251	Q12099
P53251	Q12136
P53251	Q12247
P53251	Q12339
P53251	Q12460
P53251	Q12481
P53251	Q12499
P53317	P53335
P53317	P53743
P53317	P53914
P53317	Q00416
P53317	Q03532
P53317	Q04217
P53317	Q04500
P53317	Q05022
P53317	Q05498
P53317	Q06106
P53317	Q06132
P53317	Q06287
P53317	Q06344
P53317	Q06506
P53317	Q07623
P53317	Q08492
P53317	Q12099
P53317	Q12136
P53317	Q12247
P53317	Q12339
P53317	Q12460
P53317	Q12481
P53317	Q12499
P53335	P53743
P53335	P53914
P53335	Q00416
P53335	Q03532
P53335	Q04217
P53335	Q04500
P53335	Q05022
P53335	Q05498
P53335	Q06106
P53335	Q06132
P53335	Q06287
P53335	Q06344
P53335	Q06506
P53335	Q07623
P53335	Q08492
P53335	Q12099
P53335	Q12136
P53335	Q12247
P53335	Q12339
P53335	Q12460
