protein1_ID	protein2_ID
P53335	Q12481
P53335	Q12499
P53743	P53914
P53743	Q00416
P53743	Q03532
P53743	Q04217
P53743	Q04500
P53743	Q05022
P53743	Q05498
P53743	Q06106
P53743	Q06132
P53743	Q06287
P53743	Q06344
P53743	Q06506
P53743	Q07623
P53743	Q08492
P53743	Q12099
P53743	Q12136
P53743	Q12247
P53743	Q12339
P53743	Q12460
P53743	Q12481
P53743	Q12499
P53914	Q00416
P53914	Q03532
P53914	Q04217
P53914	Q04500
P53914	Q05022
P53914	Q05498
P53914	Q06106
P53914	Q06132
P53914	Q06287
P53914	Q06344
P53914	Q06506
P53914	Q07623
P53914	Q08492
P53914	Q12099
P53914	Q12136
P53914	Q12247
P53914	Q12339
P53914	Q12460
P53914	Q12481
P53914	Q12499
Q00416	Q03532
Q00416	Q04217
Q00416	Q04500
Q00416	Q05022
Q00416	Q05498
Q00416	Q06106
Q00416	Q06132
Q00416	Q06287
Q00416	Q06344
Q00416	Q06506
Q00416	Q07623
Q00416	Q08492
Q00416	Q12099
Q00416	Q12136
Q00416	Q12247
Q00416	Q12339
Q00416	Q12460
Q00416	Q12481
Q00416	Q12499
Q03532	Q04217
Q03532	Q04500
Q03532	Q05022
Q03532	Q05498
Q03532	Q06106
Q03532	Q06132
Q03532	Q06287
Q03532	Q06344
Q03532	Q06506
Q03532	Q07623
Q03532	Q08492
Q03532	Q12099
Q03532	Q12136
Q03532	Q12247
Q03532	Q12339
Q03532	Q12460
Q03532	Q12481
Q03532	Q12499
Q04217	Q04500
Q04217	Q05022
Q04217	Q05498
Q04217	Q06106
Q04217	Q06132
Q04217	Q06287
Q04217	Q06344
Q04217	Q06506
Q04217	Q07623
Q04217	Q08492
Q04217	Q12099
Q04217	Q12136
Q04217	Q12247
Q04217	Q12339
Q04217	Q12460
Q04217	Q12481
Q04217	Q12499
Q04500	Q05022
Q04500	Q05498
Q04500	Q06106
Q04500	Q06132
Q04500	Q06287
Q04500	Q06344
Q04500	Q06506
Q04500	Q07623
Q04500	Q08492
Q04500	Q12099
Q04500	Q12136
Q04500	Q12247
Q04500	Q12339
Q04500	Q12460
Q04500	Q12481
Q04500	Q12499
Q05022	Q05498
Q05022	Q06106
Q05022	Q06132
Q05022	Q06287
Q05022	Q06344
Q05022	Q06506
Q05022	Q07623
Q05022	Q08492
Q05022	Q12099
Q05022	Q12136
Q05022	Q12247
Q05022	Q12339
Q05022	Q12460
Q05022	Q12481
Q05022	Q12499
Q05498	Q06106
Q05498	Q06132
Q05498	Q06287
Q05498	Q06344
Q05498	Q06506
Q05498	Q07623
Q05498	Q08492
Q05498	Q12099
Q05498	Q12136
Q05498	Q12247
Q05498	Q12339
Q05498	Q12460
Q05498	Q12481
Q05498	Q12499
Q06106	Q06132
Q06106	Q06287
Q06106	Q06344
Q06106	Q06506
Q06106	Q07623
Q06106	Q08492
Q06106	Q12099
Q06106	Q12136
Q06106	Q12247
Q06106	Q12339
Q06106	Q12460
Q06106	Q12481
Q06106	Q12499
Q06132	Q06287
Q06132	Q06344
Q06132	Q06506
Q06132	Q07623
Q06132	Q08492
Q06132	Q12099
Q06132	Q12136
Q06132	Q12247
Q06132	Q12339
Q06132	Q12460
Q06132	Q12481
Q06132	Q12499
Q06287	Q06344
Q06287	Q06506
Q06287	Q07623
Q06287	Q08492
Q06287	Q12099
Q06287	Q12136
Q06287	Q12247
Q06287	Q12339
Q06287	Q12460
Q06287	Q12481
Q06287	Q12499
Q06344	Q06506
Q06344	Q07623
Q06344	Q08492
Q06344	Q12099
Q06344	Q12136
Q06344	Q12247
Q06344	Q12339
Q06344	Q12460
Q06344	Q12481
Q06344	Q12499
Q06506	Q07623
Q06506	Q08492
Q06506	Q12099
Q06506	Q12136
Q06506	Q12247
Q06506	Q12339
Q06506	Q12460
Q06506	Q12481
Q06506	Q12499
Q07623	Q08492
Q07623	Q12099
Q07623	Q12136
Q07623	Q12247
Q07623	Q12339
Q07623	Q12460
Q07623	Q12481
Q07623	Q12499
Q08492	Q12099
Q08492	Q12136
Q08492	Q12247
Q08492	Q12339
Q08492	Q12460
Q08492	Q12481
Q08492	Q12499
Q12099	Q12136
Q12099	Q12247
Q12099	Q12339
Q12099	Q12460
Q12099	Q12481
Q12099	Q12499
Q12136	Q12247
Q12136	Q12339
Q12136	Q12460
Q12136	Q12481
Q12136	Q12499
Q12247	Q12339
Q12247	Q12460
Q12247	Q12481
Q12247	Q12499
Q12339	Q12460
Q12339	Q12481
Q12339	Q12499
Q12460	Q12481
Q12460	Q12499
Q12481	Q12499
P02294	P02309
P02294	P04912
P02294	P61830
P02309	P04912
P02309	P61830
P04912	P61830
P02293	P02309
P02293	P04912
P02293	P61830
P02309	P04912
P02309	P61830
P04912	P61830
P02293	P02309
P02293	P04911
P02293	P61830
P02309	P04911
P02309	P61830
P04911	P61830
P02293	P02309
P02293	P61830
P02293	Q12692
P02309	P61830
P02309	Q12692
P61830	Q12692
P02294	P02309
P02294	P61830
P02294	Q12692
P02309	P61830
P02309	Q12692
P61830	Q12692
P17891	P22137
P25587	Q06058
P36146	Q07845
P11433	P29366
P11433	P48562
P29366	P48562
P53141	Q05080
P53141	Q12280
Q05080	Q12280
P40045	P40563
P38111	Q04377
P14682	P52286
P14682	Q03899
P14682	Q08273
P14682	Q12018
P52286	Q03899
P52286	Q08273
P52286	Q12018
Q03899	Q08273
Q03899	Q12018
Q08273	Q12018
P14907	P20676
P14907	P32499
P14907	P32500
P14907	P34077
P14907	P35729
P14907	P36161
P14907	P38181
P14907	P39685
P14907	P39705
P14907	P40064
P14907	P40066
P14907	P40368
P14907	P40457
P14907	P40477
P14907	P46673
P14907	P47054
P14907	P48837
P14907	P49686
P14907	P52593
P14907	P52891
P14907	P53011
P14907	Q02199
P14907	Q02455
P14907	Q02629
P14907	Q02630
P14907	Q02647
P14907	Q03790
P14907	Q04491
P14907	Q05166
P14907	Q12315
P14907	Q12445
P20676	P32499
P20676	P32500
P20676	P34077
P20676	P35729
P20676	P36161
P20676	P38181
P20676	P39685
P20676	P39705
P20676	P40064
P20676	P40066
P20676	P40368
P20676	P40457
P20676	P40477
P20676	P46673
P20676	P47054
P20676	P48837
P20676	P49686
P20676	P52593
P20676	P52891
P20676	P53011
P20676	Q02199
P20676	Q02455
P20676	Q02629
P20676	Q02630
P20676	Q02647
P20676	Q03790
P20676	Q04491
P20676	Q05166
P20676	Q12315
P20676	Q12445
P32499	P32500
P32499	P34077
P32499	P35729
P32499	P36161
P32499	P38181
P32499	P39685
P32499	P39705
P32499	P40064
P32499	P40066
P32499	P40368
P32499	P40457
P32499	P40477
P32499	P46673
P32499	P47054
P32499	P48837
P32499	P49686
P32499	P52593
P32499	P52891
P32499	P53011
P32499	Q02199
P32499	Q02455
P32499	Q02629
P32499	Q02630
P32499	Q02647
P32499	Q03790
P32499	Q04491
P32499	Q05166
P32499	Q12315
P32499	Q12445
P32500	P34077
P32500	P35729
P32500	P36161
P32500	P38181
P32500	P39685
P32500	P39705
P32500	P40064
P32500	P40066
P32500	P40368
P32500	P40457
P32500	P40477
P32500	P46673
P32500	P47054
P32500	P48837
P32500	P49686
P32500	P52593
P32500	P52891
P32500	P53011
P32500	Q02199
P32500	Q02455
P32500	Q02629
P32500	Q02630
P32500	Q02647
P32500	Q03790
P32500	Q04491
P32500	Q05166
P32500	Q12315
P32500	Q12445
P34077	P35729
P34077	P36161
P34077	P38181
P34077	P39685
P34077	P39705
P34077	P40064
P34077	P40066
P34077	P40368
P34077	P40457
P34077	P40477
P34077	P46673
P34077	P47054
P34077	P48837
P34077	P49686
P34077	P52593
P34077	P52891
P34077	P53011
P34077	Q02199
P34077	Q02455
P34077	Q02629
P34077	Q02630
P34077	Q02647
P34077	Q03790
P34077	Q04491
P34077	Q05166
P34077	Q12315
P34077	Q12445
P35729	P36161
P35729	P38181
P35729	P39685
P35729	P39705
P35729	P40064
P35729	P40066
P35729	P40368
P35729	P40457
P35729	P40477
P35729	P46673
P35729	P47054
P35729	P48837
P35729	P49686
P35729	P52593
P35729	P52891
P35729	P53011
P35729	Q02199
P35729	Q02455
P35729	Q02629
P35729	Q02630
P35729	Q02647
P35729	Q03790
P35729	Q04491
P35729	Q05166
P35729	Q12315
P35729	Q12445
P36161	P38181
P36161	P39685
P36161	P39705
P36161	P40064
P36161	P40066
P36161	P40368
P36161	P40457
P36161	P40477
P36161	P46673
P36161	P47054
P36161	P48837
P36161	P49686
P36161	P52593
P36161	P52891
P36161	P53011
P36161	Q02199
P36161	Q02455
P36161	Q02629
P36161	Q02630
P36161	Q02647
P36161	Q03790
P36161	Q04491
P36161	Q05166
P36161	Q12315
P36161	Q12445
P38181	P39685
P38181	P39705
P38181	P40064
P38181	P40066
P38181	P40368
P38181	P40457
P38181	P40477
P38181	P46673
P38181	P47054
P38181	P48837
P38181	P49686
P38181	P52593
P38181	P52891
P38181	P53011
P38181	Q02199
P38181	Q02455
P38181	Q02629
P38181	Q02630
P38181	Q02647
P38181	Q03790
P38181	Q04491
P38181	Q05166
P38181	Q12315
P38181	Q12445
P39685	P39705
P39685	P40064
P39685	P40066
P39685	P40368
P39685	P40457
P39685	P40477
P39685	P46673
P39685	P47054
P39685	P48837
P39685	P49686
P39685	P52593
P39685	P52891
P39685	P53011
P39685	Q02199
P39685	Q02455
P39685	Q02629
P39685	Q02630
P39685	Q02647
P39685	Q03790
P39685	Q04491
P39685	Q05166
P39685	Q12315
P39685	Q12445
P39705	P40064
P39705	P40066
P39705	P40368
P39705	P40457
P39705	P40477
P39705	P46673
P39705	P47054
P39705	P48837
P39705	P49686
P39705	P52593
P39705	P52891
P39705	P53011
P39705	Q02199
P39705	Q02455
P39705	Q02629
P39705	Q02630
P39705	Q02647
P39705	Q03790
P39705	Q04491
P39705	Q05166
P39705	Q12315
P39705	Q12445
P40064	P40066
P40064	P40368
P40064	P40457
P40064	P40477
P40064	P46673
P40064	P47054
P40064	P48837
P40064	P49686
P40064	P52593
P40064	P52891
P40064	P53011
P40064	Q02199
P40064	Q02455
P40064	Q02629
P40064	Q02630
P40064	Q02647
P40064	Q03790
P40064	Q04491
P40064	Q05166
P40064	Q12315
P40064	Q12445
P40066	P40368
P40066	P40457
P40066	P40477
P40066	P46673
P40066	P47054
P40066	P48837
P40066	P49686
P40066	P52593
P40066	P52891
P40066	P53011
P40066	Q02199
P40066	Q02455
P40066	Q02629
P40066	Q02630
P40066	Q02647
P40066	Q03790
P40066	Q04491
P40066	Q05166
P40066	Q12315
P40066	Q12445
P40368	P40457
P40368	P40477
P40368	P46673
P40368	P47054
P40368	P48837
P40368	P49686
P40368	P52593
P40368	P52891
P40368	P53011
P40368	Q02199
P40368	Q02455
P40368	Q02629
P40368	Q02630
P40368	Q02647
P40368	Q03790
P40368	Q04491
P40368	Q05166
P40368	Q12315
P40368	Q12445
P40457	P40477
P40457	P46673
P40457	P47054
P40457	P48837
P40457	P49686
P40457	P52593
P40457	P52891
P40457	P53011
P40457	Q02199
P40457	Q02455
P40457	Q02629
P40457	Q02630
P40457	Q02647
P40457	Q03790
P40457	Q04491
P40457	Q05166
P40457	Q12315
P40457	Q12445
P40477	P46673
P40477	P47054
P40477	P48837
P40477	P49686
P40477	P52593
P40477	P52891
P40477	P53011
P40477	Q02199
P40477	Q02455
P40477	Q02629
P40477	Q02630
P40477	Q02647
P40477	Q03790
P40477	Q04491
P40477	Q05166
P40477	Q12315
P40477	Q12445
P46673	P47054
P46673	P48837
P46673	P49686
P46673	P52593
P46673	P52891
P46673	P53011
P46673	Q02199
P46673	Q02455
P46673	Q02629
P46673	Q02630
P46673	Q02647
P46673	Q03790
P46673	Q04491
P46673	Q05166
P46673	Q12315
P46673	Q12445
P47054	P48837
P47054	P49686
P47054	P52593
P47054	P52891
P47054	P53011
P47054	Q02199
P47054	Q02455
P47054	Q02629
P47054	Q02630
P47054	Q02647
P47054	Q03790
P47054	Q04491
P47054	Q05166
P47054	Q12315
P47054	Q12445
P48837	P49686
P48837	P52593
P48837	P52891
P48837	P53011
P48837	Q02199
P48837	Q02455
P48837	Q02629
P48837	Q02630
P48837	Q02647
P48837	Q03790
P48837	Q04491
P48837	Q05166
P48837	Q12315
P48837	Q12445
P49686	P52593
P49686	P52891
P49686	P53011
P49686	Q02199
P49686	Q02455
P49686	Q02629
P49686	Q02630
P49686	Q02647
P49686	Q03790
P49686	Q04491
P49686	Q05166
P49686	Q12315
P49686	Q12445
P52593	P52891
P52593	P53011
P52593	Q02199
P52593	Q02455
P52593	Q02629
P52593	Q02630
P52593	Q02647
P52593	Q03790
P52593	Q04491
P52593	Q05166
P52593	Q12315
P52593	Q12445
P52891	P53011
P52891	Q02199
P52891	Q02455
P52891	Q02629
P52891	Q02630
P52891	Q02647
P52891	Q03790
P52891	Q04491
P52891	Q05166
P52891	Q12315
P52891	Q12445
P53011	Q02199
P53011	Q02455
P53011	Q02629
P53011	Q02630
P53011	Q02647
P53011	Q03790
P53011	Q04491
P53011	Q05166
P53011	Q12315
P53011	Q12445
Q02199	Q02455
Q02199	Q02629
Q02199	Q02630
Q02199	Q02647
Q02199	Q03790
Q02199	Q04491
Q02199	Q05166
Q02199	Q12315
Q02199	Q12445
Q02455	Q02629
Q02455	Q02630
Q02455	Q02647
Q02455	Q03790
Q02455	Q04491
Q02455	Q05166
Q02455	Q12315
Q02455	Q12445
Q02629	Q02630
Q02629	Q02647
Q02629	Q03790
Q02629	Q04491
Q02629	Q05166
Q02629	Q12315
Q02629	Q12445
Q02630	Q02647
Q02630	Q03790
Q02630	Q04491
Q02630	Q05166
Q02630	Q12315
Q02630	Q12445
Q02647	Q03790
Q02647	Q04491
Q02647	Q05166
Q02647	Q12315
Q02647	Q12445
Q03790	Q04491
Q03790	Q05166
Q03790	Q12315
Q03790	Q12445
Q04491	Q05166
Q04491	Q12315
Q04491	Q12445
Q05166	Q12315
Q05166	Q12445
Q12315	Q12445
P32629	P39107
P32629	P46985
P32629	P47124
P32629	P50108
P39107	P46985
P39107	P47124
P39107	P50108
P46985	P47124
P46985	P50108
P47124	P50108
P38753	P40343
P47142	Q06696
P47142	Q12483
Q06696	Q12483
P36095	P36108
P36095	P39929
P36095	Q04272
P36108	P39929
P36108	Q04272
P39929	Q04272
P12868	P20795
P12868	P27801
P12868	P38959
P12868	Q03308
P12868	Q07468
P20795	P27801
P20795	P38959
P20795	Q03308
P20795	Q07468
P27801	P38959
P27801	Q03308
P27801	Q07468
P38959	Q03308
P38959	Q07468
Q03308	Q07468
P12868	P20795
P12868	P23643
P12868	P27801
P12868	P39702
P12868	Q03308
P20795	P23643
P20795	P27801
P20795	P39702
P20795	Q03308
P23643	P27801
P23643	P39702
P23643	Q03308
P27801	P39702
P27801	Q03308
P39702	Q03308
P47104	P52286
P47104	Q03956
P52286	Q03956
P53550	Q12517
O74700	P32830
O74700	P47045
O74700	P87108
O74700	Q08749
O74700	Q12328
P32830	P47045
P32830	P87108
P32830	Q08749
P32830	Q12328
P47045	P87108
P47045	Q08749
P47045	Q12328
P87108	Q08749
P87108	Q12328
Q08749	Q12328
P10507	P11914
P41814	P46959
Q03774	Q12009
P32773	P32774
P22007	P29703
P18898	P29703
P20133	P32864
P20133	Q00618
P32864	Q00618
P13517	P28495
P33767	P39007
P33767	P41543
P33767	P46964
P33767	Q02795
P33767	Q03723
P33767	Q92316
P33767	Q99380
P39007	P41543
P39007	P46964
P39007	Q02795
P39007	Q03723
P39007	Q92316
P39007	Q99380
P41543	P46964
P41543	Q02795
P41543	Q03723
P41543	Q92316
P41543	Q99380
P46964	Q02795
P46964	Q03723
P46964	Q92316
P46964	Q99380
Q02795	Q03723
Q02795	Q92316
Q02795	Q99380
Q03723	Q92316
Q03723	Q99380
Q92316	Q99380
P33767	P39007
P33767	P41543
P33767	P46964
P33767	P48439
P33767	Q02795
P33767	Q92316
P33767	Q99380
P39007	P41543
P39007	P46964
P39007	P48439
P39007	Q02795
P39007	Q92316
P39007	Q99380
P41543	P46964
P41543	P48439
P41543	Q02795
P41543	Q92316
P41543	Q99380
P46964	P48439
P46964	Q02795
P46964	Q92316
P46964	Q99380
P48439	Q02795
P48439	Q92316
P48439	Q99380
Q02795	Q92316
Q02795	Q99380
Q92316	Q99380
P14736	P32628
P40359	Q03406
P40359	Q12146
P40359	Q12488
Q03406	Q12146
Q03406	Q12488
Q12146	Q12488
P11747	P13393
P11747	P23255
P11747	P35189
P11747	P38129
P11747	P46677
P11747	P50105
P11747	P53040
P11747	Q03750
P11747	Q03761
P11747	Q04226
P11747	Q05021
P11747	Q05027
P11747	Q12030
P11747	Q12297
P13393	P23255
P13393	P35189
P13393	P38129
P13393	P46677
P13393	P50105
P13393	P53040
P13393	Q03750
P13393	Q03761
P13393	Q04226
P13393	Q05021
P13393	Q05027
P13393	Q12030
P13393	Q12297
P23255	P35189
P23255	P38129
P23255	P46677
P23255	P50105
P23255	P53040
P23255	Q03750
P23255	Q03761
P23255	Q04226
P23255	Q05021
P23255	Q05027
P23255	Q12030
P23255	Q12297
P35189	P38129
P35189	P46677
P35189	P50105
P35189	P53040
P35189	Q03750
P35189	Q03761
P35189	Q04226
P35189	Q05021
P35189	Q05027
P35189	Q12030
P35189	Q12297
P38129	P46677
P38129	P50105
P38129	P53040
P38129	Q03750
P38129	Q03761
P38129	Q04226
P38129	Q05021
P38129	Q05027
P38129	Q12030
P38129	Q12297
P46677	P50105
P46677	P53040
P46677	Q03750
P46677	Q03761
P46677	Q04226
P46677	Q05021
P46677	Q05027
P46677	Q12030
P46677	Q12297
P50105	P53040
P50105	Q03750
P50105	Q03761
P50105	Q04226
P50105	Q05021
P50105	Q05027
P50105	Q12030
P50105	Q12297
P53040	Q03750
P53040	Q03761
P53040	Q04226
P53040	Q05021
P53040	Q05027
P53040	Q12030
P53040	Q12297
Q03750	Q03761
Q03750	Q04226
Q03750	Q05021
Q03750	Q05027
Q03750	Q12030
Q03750	Q12297
Q03761	Q04226
Q03761	Q05021
Q03761	Q05027
Q03761	Q12030
Q03761	Q12297
Q04226	Q05021
Q04226	Q05027
Q04226	Q12030
Q04226	Q12297
Q05021	Q05027
Q05021	Q12030
Q05021	Q12297
Q05027	Q12030
Q05027	Q12297
Q12030	Q12297
P38242	P53178
P53102	P53187
P18851	P18852
P08539	P18851
P08539	P18852
P18851	P18852
P0C074	P49955
P0C074	Q02554
P0C074	Q04693
P0C074	Q06835
P0C074	Q99181
P49955	Q02554
P49955	Q04693
P49955	Q06835
P49955	Q99181
Q02554	Q04693
Q02554	Q06835
Q02554	Q99181
Q04693	Q06835
Q04693	Q99181
Q06835	Q99181
P19736	P32524
P19736	Q07350
P32524	Q07350
P40565	P46947
P40565	Q07930
P46947	Q07930
P19736	P21374
P19736	P24384
P19736	P25337
P19736	P28004
P19736	P28320
P19736	P32523
P19736	P32524
P19736	P32639
P19736	P33334
P19736	P36048
P19736	P38241
P19736	P38302
P19736	P40018
P19736	P40565
P19736	P40567
P19736	P40968
P19736	P43321
P19736	P46947
P19736	P49955
P19736	P52868
P19736	P53277
P19736	P53333
P19736	P53769
P19736	P53854
P19736	P54999
P19736	Q02260
P19736	Q02521
P19736	Q02554
P19736	Q02770
P19736	Q02775
P19736	Q03375
P19736	Q03654
P19736	Q03772
P19736	Q04048
P19736	Q04693
P19736	Q06091
P19736	Q06217
P19736	Q07350
P19736	Q08963
P19736	Q12046
P19736	Q12309
P19736	Q12417
P21374	P24384
P21374	P25337
P21374	P28004
P21374	P28320
P21374	P32523
P21374	P32524
P21374	P32639
P21374	P33334
P21374	P36048
P21374	P38241
P21374	P38302
P21374	P40018
P21374	P40565
P21374	P40567
P21374	P40968
P21374	P43321
P21374	P46947
P21374	P49955
P21374	P52868
P21374	P53277
P21374	P53333
P21374	P53769
P21374	P53854
P21374	P54999
P21374	Q02260
P21374	Q02521
P21374	Q02554
P21374	Q02770
P21374	Q02775
P21374	Q03375
P21374	Q03654
P21374	Q03772
P21374	Q04048
P21374	Q04693
P21374	Q06091
P21374	Q06217
P21374	Q07350
P21374	Q08963
P21374	Q12046
P21374	Q12309
P21374	Q12417
P24384	P25337
P24384	P28004
P24384	P28320
P24384	P32523
P24384	P32524
P24384	P32639
P24384	P33334
P24384	P36048
P24384	P38241
P24384	P38302
P24384	P40018
P24384	P40565
P24384	P40567
P24384	P40968
P24384	P43321
P24384	P46947
P24384	P49955
P24384	P52868
P24384	P53277
P24384	P53333
P24384	P53769
P24384	P53854
P24384	P54999
P24384	Q02260
P24384	Q02521
P24384	Q02554
P24384	Q02770
P24384	Q02775
P24384	Q03375
P24384	Q03654
P24384	Q03772
P24384	Q04048
P24384	Q04693
P24384	Q06091
P24384	Q06217
P24384	Q07350
P24384	Q08963
P24384	Q12046
P24384	Q12309
P24384	Q12417
P25337	P28004
P25337	P28320
P25337	P32523
P25337	P32524
P25337	P32639
P25337	P33334
P25337	P36048
P25337	P38241
P25337	P38302
P25337	P40018
P25337	P40565
P25337	P40567
P25337	P40968
P25337	P43321
P25337	P46947
P25337	P49955
P25337	P52868
P25337	P53277
P25337	P53333
P25337	P53769
P25337	P53854
P25337	P54999
P25337	Q02260
P25337	Q02521
P25337	Q02554
P25337	Q02770
P25337	Q02775
P25337	Q03375
P25337	Q03654
P25337	Q03772
P25337	Q04048
P25337	Q04693
P25337	Q06091
P25337	Q06217
P25337	Q07350
P25337	Q08963
P25337	Q12046
P25337	Q12309
P25337	Q12417
P28004	P28320
P28004	P32523
P28004	P32524
P28004	P32639
P28004	P33334
P28004	P36048
P28004	P38241
P28004	P38302
P28004	P40018
P28004	P40565
P28004	P40567
P28004	P40968
P28004	P43321
P28004	P46947
P28004	P49955
P28004	P52868
P28004	P53277
P28004	P53333
P28004	P53769
P28004	P53854
P28004	P54999
P28004	Q02260
P28004	Q02521
P28004	Q02554
P28004	Q02770
P28004	Q02775
P28004	Q03375
P28004	Q03654
P28004	Q03772
P28004	Q04048
P28004	Q04693
P28004	Q06091
P28004	Q06217
P28004	Q07350
P28004	Q08963
P28004	Q12046
P28004	Q12309
P28004	Q12417
P28320	P32523
P28320	P32524
P28320	P32639
P28320	P33334
P28320	P36048
P28320	P38241
P28320	P38302
P28320	P40018
P28320	P40565
P28320	P40567
P28320	P40968
P28320	P43321
P28320	P46947
P28320	P49955
P28320	P52868
P28320	P53277
P28320	P53333
P28320	P53769
P28320	P53854
P28320	P54999
P28320	Q02260
P28320	Q02521
P28320	Q02554
P28320	Q02770
P28320	Q02775
P28320	Q03375
P28320	Q03654
P28320	Q03772
P28320	Q04048
P28320	Q04693
P28320	Q06091
P28320	Q06217
P28320	Q07350
P28320	Q08963
P28320	Q12046
P28320	Q12309
P28320	Q12417
P32523	P32524
P32523	P32639
P32523	P33334
P32523	P36048
P32523	P38241
P32523	P38302
P32523	P40018
P32523	P40565
P32523	P40567
P32523	P40968
P32523	P43321
P32523	P46947
P32523	P49955
P32523	P52868
P32523	P53277
P32523	P53333
P32523	P53769
P32523	P53854
P32523	P54999
P32523	Q02260
P32523	Q02521
P32523	Q02554
P32523	Q02770
P32523	Q02775
P32523	Q03375
P32523	Q03654
P32523	Q03772
P32523	Q04048
P32523	Q04693
P32523	Q06091
P32523	Q06217
P32523	Q07350
P32523	Q08963
P32523	Q12046
P32523	Q12309
P32523	Q12417
P32524	P32639
P32524	P33334
P32524	P36048
P32524	P38241
P32524	P38302
P32524	P40018
P32524	P40565
P32524	P40567
P32524	P40968
P32524	P43321
P32524	P46947
P32524	P49955
P32524	P52868
P32524	P53277
P32524	P53333
P32524	P53769
P32524	P53854
P32524	P54999
P32524	Q02260
P32524	Q02521
P32524	Q02554
P32524	Q02770
P32524	Q02775
P32524	Q03375
P32524	Q03654
P32524	Q03772
P32524	Q04048
P32524	Q04693
P32524	Q06091
P32524	Q06217
P32524	Q07350
P32524	Q08963
P32524	Q12046
P32524	Q12309
P32524	Q12417
P32639	P33334
P32639	P36048
P32639	P38241
P32639	P38302
P32639	P40018
P32639	P40565
P32639	P40567
P32639	P40968
P32639	P43321
P32639	P46947
P32639	P49955
P32639	P52868
P32639	P53277
P32639	P53333
P32639	P53769
P32639	P53854
P32639	P54999
P32639	Q02260
P32639	Q02521
P32639	Q02554
P32639	Q02770
P32639	Q02775
P32639	Q03375
P32639	Q03654
P32639	Q03772
P32639	Q04048
P32639	Q04693
P32639	Q06091
P32639	Q06217
P32639	Q07350
P32639	Q08963
P32639	Q12046
P32639	Q12309
P32639	Q12417
P33334	P36048
P33334	P38241
P33334	P38302
P33334	P40018
P33334	P40565
P33334	P40567
P33334	P40968
P33334	P43321
P33334	P46947
P33334	P49955
P33334	P52868
P33334	P53277
P33334	P53333
P33334	P53769
P33334	P53854
P33334	P54999
P33334	Q02260
P33334	Q02521
P33334	Q02554
P33334	Q02770
P33334	Q02775
P33334	Q03375
P33334	Q03654
P33334	Q03772
P33334	Q04048
P33334	Q04693
P33334	Q06091
P33334	Q06217
P33334	Q07350
P33334	Q08963
P33334	Q12046
P33334	Q12309
P33334	Q12417
P36048	P38241
P36048	P38302
P36048	P40018
P36048	P40565
P36048	P40567
P36048	P40968
P36048	P43321
P36048	P46947
P36048	P49955
P36048	P52868
P36048	P53277
P36048	P53333
P36048	P53769
P36048	P53854
P36048	P54999
P36048	Q02260
P36048	Q02521
P36048	Q02554
P36048	Q02770
P36048	Q02775
P36048	Q03375
P36048	Q03654
P36048	Q03772
P36048	Q04048
P36048	Q04693
P36048	Q06091
P36048	Q06217
P36048	Q07350
P36048	Q08963
P36048	Q12046
P36048	Q12309
P36048	Q12417
P38241	P38302
P38241	P40018
P38241	P40565
P38241	P40567
P38241	P40968
P38241	P43321
P38241	P46947
P38241	P49955
P38241	P52868
P38241	P53277
P38241	P53333
P38241	P53769
P38241	P53854
P38241	P54999
P38241	Q02260
P38241	Q02521
P38241	Q02554
P38241	Q02770
P38241	Q02775
P38241	Q03375
P38241	Q03654
P38241	Q03772
P38241	Q04048
P38241	Q04693
P38241	Q06091
P38241	Q06217
P38241	Q07350
P38241	Q08963
P38241	Q12046
P38241	Q12309
P38241	Q12417
P38302	P40018
P38302	P40565
P38302	P40567
P38302	P40968
P38302	P43321
P38302	P46947
P38302	P49955
P38302	P52868
P38302	P53277
P38302	P53333
P38302	P53769
P38302	P53854
P38302	P54999
P38302	Q02260
P38302	Q02521
P38302	Q02554
P38302	Q02770
P38302	Q02775
P38302	Q03375
P38302	Q03654
P38302	Q03772
P38302	Q04048
P38302	Q04693
P38302	Q06091
P38302	Q06217
P38302	Q07350
P38302	Q08963
P38302	Q12046
P38302	Q12309
P38302	Q12417
P40018	P40565
P40018	P40567
P40018	P40968
P40018	P43321
P40018	P46947
P40018	P49955
P40018	P52868
P40018	P53277
P40018	P53333
P40018	P53769
P40018	P53854
P40018	P54999
P40018	Q02260
P40018	Q02521
P40018	Q02554
P40018	Q02770
P40018	Q02775
P40018	Q03375
P40018	Q03654
P40018	Q03772
P40018	Q04048
P40018	Q04693
P40018	Q06091
P40018	Q06217
P40018	Q07350
P40018	Q08963
P40018	Q12046
P40018	Q12309
P40018	Q12417
P40565	P40567
P40565	P40968
P40565	P43321
P40565	P46947
P40565	P49955
P40565	P52868
P40565	P53277
P40565	P53333
P40565	P53769
P40565	P53854
P40565	P54999
P40565	Q02260
P40565	Q02521
P40565	Q02554
P40565	Q02770
P40565	Q02775
P40565	Q03375
P40565	Q03654
P40565	Q03772
P40565	Q04048
P40565	Q04693
P40565	Q06091
P40565	Q06217
P40565	Q07350
P40565	Q08963
P40565	Q12046
P40565	Q12309
P40565	Q12417
P40567	P40968
P40567	P43321
P40567	P46947
P40567	P49955
P40567	P52868
P40567	P53277
P40567	P53333
P40567	P53769
P40567	P53854
P40567	P54999
P40567	Q02260
P40567	Q02521
P40567	Q02554
P40567	Q02770
