PG.UniprotIds,221125_EC1_nvolkmar_EX140_1.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_2.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_3.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_4.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_5.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_6.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_7.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_8.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_9.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_10.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_11.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_12.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_13.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_14.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_15.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_16.raw.PG.Label-Free Quant
P38132,NaN,84993.72,NaN,NaN,341957.9,115438.8,195427.4,269953.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P11978,NaN,60428.96,NaN,NaN,208219.9,NaN,NaN,NaN,97497.48,NaN,NaN,NaN,103833.9,NaN,NaN,148155.8
P32528,NaN,124663.8,NaN,94651.38,NaN,NaN,NaN,NaN,940438.9,1734468,3084759,2503375,4662306,3658084,3665415,3959131
P33203,NaN,489519.9,184429.3,511778.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P53336,NaN,226911.5,256606.9,478333.5,312340.1,500454.9,234713.8,547006.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P53319,NaN,1003512,662670.6,NaN,NaN,NaN,NaN,NaN,8189464,3527721,6816319,4614403,7157858,7430635,4405232,8440448
P53940,NaN,460549.2,116906.3,398263.3,NaN,129302,42229.47,270198.9,3584088,2035560,943746.4,1838636,1.54E+07,8089093,7102098,4466006
P39682,NaN,117599.2,NaN,147386.9,NaN,NaN,108292.3,102223.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P38086,NaN,216536.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P49956,NaN,110268.3,464512.9,463448.1,NaN,123466.8,109489.9,200477.1,964817.3,4221550,2889019,2806102,4438160,2924848,1280047,2293404
Q06321,NaN,272901.3,NaN,420891.1,NaN,NaN,NaN,NaN,450775.8,454545.3,376273.7,956836.3,NaN,NaN,NaN,646774
P32900,NaN,580453.8,283867.7,NaN,NaN,112737.6,NaN,160113.1,1534843,1382153,522580.8,1612369,189575.4,401155.5,842044.1,754336.1
Q07963,NaN,134003,NaN,NaN,114939.8,NaN,90452.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P53262,NaN,96931.61,NaN,NaN,113368,NaN,NaN,NaN,352791.4,536519.1,894488.5,NaN,1051276,855820,585078,568997.6
P35184,NaN,292518.2,812779.3,725744.1,NaN,318610.8,NaN,NaN,6074736,1.79E+07,9662136,7151104,9961920,9623891,6256347,9956753
P38759,NaN,92222.15,NaN,NaN,NaN,45112.05,NaN,NaN,2350337,1563024,3708741,3284904,4595408,2241627,756715.2,2439152
Q07825,NaN,332924.1,NaN,639567.4,NaN,NaN,335603.7,0,500349.9,NaN,NaN,392164.4,1298696,283275,402767.2,68292.19
P22213,NaN,197595.4,NaN,55612.51,NaN,NaN,NaN,169256.8,3536041,3633636,5940091,3565091,4082098,3275756,2594469,2942441
P32854,NaN,488828.9,679215.1,1255967,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q04659,NaN,472636.6,NaN,NaN,NaN,NaN,141175,NaN,7046438,5673763,4455746,1.02E+07,7679228,4340959,4038424,2949693
P11154,NaN,1773735,NaN,NaN,NaN,633304.9,NaN,NaN,246347.1,660352.9,850320.6,1043179,1702905,4769088,2106502,2515940
P52920,NaN,476547.5,NaN,500333.1,NaN,NaN,NaN,NaN,3.17E+07,2.64E+07,2.85E+07,1.62E+07,3.33E+07,2.04E+07,1.96E+07,1.92E+07
P14843,NaN,0,82965.86,NaN,NaN,NaN,NaN,228958.2,268269,184842.6,325562.9,521656.7,116399.6,324023.3,137408.2,290354.4
P27801,NaN,82024.34,NaN,146224.3,319517.6,NaN,166905.4,NaN,NaN,138151.1,677521.4,NaN,NaN,NaN,NaN,NaN
Q03361,NaN,204834.8,NaN,371104.7,157983.2,NaN,NaN,118248.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q04418,NaN,110237.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,283160.8,NaN,211519
P39717,NaN,96008.99,151916.9,351196.3,246467.6,NaN,NaN,105009.4,NaN,NaN,90806.93,NaN,617309.6,NaN,NaN,NaN
P32492,NaN,102795.1,NaN,NaN,NaN,NaN,NaN,NaN,313794.7,287122.2,763408.8,318805.1,NaN,250346.6,NaN,NaN
P39526,NaN,270019.8,105690.3,66041.43,111016.4,NaN,97549.21,118060,4016773,4066586,4844872,2668674,2356589,2743665,2103270,3655089
P24871,NaN,254639.5,202096.1,340322.6,NaN,89011.73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P21734,NaN,70081.63,NaN,0,NaN,NaN,NaN,NaN,691462.6,1338934,1272461,1198329,1125849,567846.7,1345937,830775.5
P31244,NaN,245606.9,NaN,NaN,930048.8,NaN,NaN,1054969,NaN,NaN,NaN,NaN,NaN,188525.6,NaN,NaN
Q04779,NaN,243343.8,NaN,185179.8,NaN,NaN,487566.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P18962,NaN,158554,872901.9,NaN,NaN,NaN,NaN,455428.1,183337.3,633473.8,253038.9,163897.8,928777,256040.6,112835.7,118314.6
P47054,NaN,5928335,NaN,4791283,NaN,74049.13,165562.9,NaN,2176615,3770915,1486998,3050219,2881334,1980422,2032539,2043998
P12954,NaN,140449.9,421220.8,270873.4,NaN,NaN,NaN,210463.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P36162,NaN,279734.7,NaN,NaN,264227.3,NaN,NaN,NaN,1230081,0,959809.3,638646.1,744162.4,158049.5,604243,952681.7
P53739,NaN,326436.2,NaN,NaN,387944.7,NaN,NaN,173952.2,754601.3,180305.3,0,NaN,NaN,211926.6,263355.8,606274.1
Q06266,NaN,142047.3,150293.4,NaN,6196965,4278239,3223357,5647962,NaN,NaN,NaN,NaN,NaN,810720.6,2588680,2085358
P02829,NaN,436155.5,846914.3,601472.6,NaN,1204161,797723.8,3878202,9535534,7813044,1.73E+07,1.12E+07,1.72E+07,1.95E+07,1.72E+07,1.52E+07
P40202,NaN,267200.6,NaN,NaN,NaN,NaN,362639.8,NaN,1128897,767694.1,529403.5,537922.5,383667.9,877029.8,1213645,1445643
P16120,NaN,115029.1,NaN,NaN,NaN,NaN,NaN,NaN,4974933,3809406,4695778,5842053,4521279,9250619,7231074,6324502
Q03233,NaN,187736.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,235564,NaN,NaN,157712.3,NaN,55498.68
P17536,NaN,155408.5,NaN,NaN,327124.9,773230,259942.7,NaN,NaN,NaN,NaN,NaN,319043.5,NaN,NaN,NaN
P53080,NaN,124055.3,332329.8,NaN,NaN,NaN,171766.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P24279,NaN,67819.28,113612.1,484135.4,NaN,65335.67,212516.8,990048.9,NaN,397926,146869.9,138012.8,NaN,NaN,NaN,NaN
P40204,NaN,445676.2,1008585,500543.4,177307.7,1018210,383546.3,1036096,NaN,153887.1,NaN,NaN,NaN,395764.5,NaN,NaN
P89102,NaN,268604.5,297361.3,145854.1,NaN,78493.2,122092.1,174825.3,710823.1,506364.8,2167751,447296.9,NaN,622530.1,596513.2,771796.8
Q04226,NaN,279589.9,468333.4,1145686,NaN,300550.6,248862.2,2579452,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P40356,NaN,238044.2,109586.6,167629.4,561024.9,218194.5,NaN,345802.6,NaN,NaN,NaN,208080.4,NaN,NaN,NaN,NaN
P53202,NaN,747435.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,420799.6,403351.9,NaN,NaN,NaN,NaN
P34223,NaN,290191.7,NaN,NaN,NaN,462830.2,178566.4,NaN,2954101,1462114,1608473,2393651,1197376,2468397,3063823,2140333
Q06385,NaN,366171.8,295430.7,NaN,NaN,NaN,NaN,NaN,5910195,2819973,4048333,4841094,3046881,2659283,2641307,3168093
Q08683,NaN,146060.1,391996.6,NaN,NaN,NaN,NaN,238806.1,NaN,NaN,304384,NaN,NaN,NaN,376115.1,330106.7
Q12417,NaN,233455.5,NaN,529399.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q12055,NaN,223291.5,239605.4,33555.21,NaN,296225.7,162273.3,35330.88,9362089,1.38E+07,1.01E+07,1.03E+07,649322.4,5899638,5448268,6030128
Q02948,NaN,2461347,NaN,279754,NaN,690443.1,0,NaN,2267389,242777.8,1710482,106320.7,541753.9,0,1269887,672449.4
P24280,NaN,79513.59,NaN,NaN,NaN,229618,162201.3,NaN,4534438,7813913,5085776,7703135,4342055,5317267,3329762,3676538
P53200,NaN,107909,NaN,134393.5,NaN,172545.8,0,NaN,993740.4,2343187,1402852,978551.8,3291047,1808773,2167930,2105305
P43579,NaN,226609.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P32867,NaN,1033747,NaN,175434,0,179864.4,NaN,NaN,210005.3,840894.3,2466966,NaN,2537881,757453.9,204684.7,NaN
P32902,NaN,135208.8,NaN,143409.8,NaN,NaN,NaN,NaN,1.54E+07,9437745,1.29E+07,1.14E+07,6575781,5586185,5206162,5609428
Q12496,NaN,1490205,NaN,1005136,NaN,NaN,80741.58,131779,2955819,1933104,4638530,3603911,3279035,7100460,3411535,4672842
Q05881,NaN,857317,NaN,NaN,NaN,NaN,NaN,NaN,1434333,NaN,1539272,483730.8,NaN,459994.2,939942.8,127516.2
P39927,NaN,204001.3,NaN,NaN,248652,0,NaN,NaN,1375627,2146154,2063622,1051558,522591,2878086,3871334,2929747
P40339,NaN,369140.8,150749.1,NaN,370990.9,161229,NaN,1152956,215584.5,NaN,NaN,NaN,NaN,88257.16,142082,NaN
P23639,NaN,363229.4,223919.4,NaN,NaN,NaN,NaN,NaN,9057847,7703745,1.29E+07,7501516,5393542,6498276,6381640,4766597
P07283,NaN,3895656,3632163,6330042,NaN,1537702,1254766,3453953,1.83E+07,2.00E+07,8901588,1.20E+07,5279979,1.49E+07,7440019,8770081
P36534,NaN,181220,NaN,523266.9,NaN,347168,74928.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P43616,NaN,324534.5,NaN,NaN,NaN,503779.8,722044.2,654967.4,9093051,1.04E+07,9657874,8333525,1.13E+07,6722789,7678320,8473873
P47089,NaN,157814.3,NaN,NaN,93883.65,309892.2,91187.02,NaN,NaN,NaN,133814.5,NaN,NaN,133701.5,320786.1,704566
P53072,NaN,413456.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P47096,NaN,690730.5,NaN,NaN,1032316,456393.4,NaN,NaN,3487674,3107044,3034337,1698874,5042749,4280700,4504562,6428896
P38077,NaN,375513.4,NaN,NaN,NaN,NaN,NaN,NaN,2.84E+07,3.08E+07,5.04E+07,3.34E+07,4.02E+07,3.59E+07,3.11E+07,1.75E+07
P34252,NaN,122411.6,114410.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P38110,NaN,170047.5,NaN,234658.1,NaN,158056.8,158473,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P36527,NaN,101086.6,217613.4,NaN,130598.6,NaN,NaN,174825.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q12285,NaN,832910.2,492226.5,NaN,NaN,NaN,NaN,1048324,158868.8,84340.21,4958594,1311698,1473568,900247.4,443592.9,1553319
P38826,NaN,139893,757141.8,NaN,NaN,809569.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P53119,NaN,129628.7,100113.3,170100.1,NaN,NaN,NaN,84410.76,NaN,304081.3,1961102,NaN,NaN,NaN,0,NaN
P32356,NaN,115255.8,NaN,NaN,NaN,NaN,98254.8,NaN,6312967,6375935,6092244,6548382,1.11E+07,8033632,8885057,8806061
P38821,NaN,651219.5,NaN,552300.1,NaN,992307.3,1384549,2233455,197798.4,282762.2,354232.3,NaN,314859.5,NaN,NaN,NaN
P07275,NaN,102963.3,NaN,NaN,83348.19,NaN,NaN,404467.7,1.03E+07,5286837,1.05E+07,9778049,1.21E+07,1.09E+07,9845194,1.09E+07
P53283;Q06451,NaN,48972.37,NaN,NaN,NaN,NaN,NaN,NaN,140538.5,NaN,127930.4,NaN,NaN,NaN,NaN,NaN
P32588,NaN,481448.7,0,481562.9,NaN,188684.1,NaN,293982.7,4681032,6287215,3346172,2913484,2662727,2352919,2091065,2922630
P53196,NaN,420421.2,NaN,NaN,NaN,NaN,NaN,NaN,1952578,3569378,3184656,2738591,1501265,2750725,2135931,1831749
P32905,NaN,233297.7,189206.2,991131.5,NaN,1124579,51164.99,197522.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P23542,NaN,154498.4,NaN,NaN,NaN,709457.8,NaN,441132.8,1652520,3434382,1402785,1254232,2017668,2430354,1010073,2591743
Q99260,NaN,244312.8,NaN,NaN,NaN,NaN,NaN,NaN,2957317,3602932,4291869,4582365,1169998,769830.6,1120635,1349916
Q92317,NaN,120148.3,NaN,NaN,NaN,NaN,NaN,NaN,1.93E+07,2.15E+07,2.65E+07,1.32E+07,1.90E+07,2.20E+07,1.21E+07,1.11E+07
P37303,NaN,118340.9,536264.3,262310.6,344270.8,302625.8,NaN,901534.7,1845796,1534519,2277181,2729262,1843082,6493449,3492223,3275038
P23776,NaN,508347.4,NaN,326995.7,0,1970213,767180.8,NaN,9064026,6200708,6068238,2278811,1.13E+07,1.34E+07,9289284,1.14E+07
P40561,NaN,156134.4,370922.7,126254.6,474353.4,NaN,529662.8,669230.6,2.85E+07,3.93E+07,4.39E+07,3.57E+07,2.90E+07,4.03E+07,2.91E+07,1.98E+07
P40054,NaN,291089.6,141554.6,813507.2,NaN,483236.7,NaN,651253.6,1412718,4107233,5735422,5992333,3347149,8633223,2908316,5769121
Q03466,NaN,197635.3,NaN,NaN,NaN,NaN,NaN,NaN,659682.5,1446016,1084764,882738.8,NaN,NaN,289746.9,NaN
P25627,NaN,268793.9,NaN,210559.9,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P38736,NaN,73056.66,NaN,NaN,NaN,NaN,NaN,NaN,2529975,522374.2,2676994,1479885,4345261,2088230,2860696,3512329
P34164,NaN,572077.4,279202.5,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,224585.5,NaN,NaN,NaN
P11792,NaN,188269.9,188770.3,NaN,NaN,NaN,253036,NaN,2832876,2645669,3460578,2590441,1407930,1175134,1656127,2641616
P47120,NaN,226082.9,NaN,NaN,NaN,NaN,126826.9,NaN,8241339,6059321,1.14E+07,7117701,5470048,3240208,1886867,3342488
P51534,NaN,76469.8,NaN,NaN,NaN,78906.59,NaN,NaN,1192489,3118477,5861293,2854876,2579463,3104266,1536606,2106048
P14681,NaN,681749.8,NaN,NaN,NaN,NaN,NaN,223934.1,3072694,2761916,2749223,2711934,3143461,2632264,3570486,2543121
Q07508,NaN,94807.91,NaN,170206.2,985651.5,NaN,388922.8,NaN,368308.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P36017,NaN,223399.6,NaN,628418.4,NaN,NaN,NaN,NaN,1962389,4582213,2845567,1931461,1496795,1631279,1439034,1147642
P17629,NaN,164597.8,846041.2,638843.2,127834,254762.7,175277.3,138156.4,NaN,NaN,339506.8,172581.2,247673.2,498111.7,1457244,117692.1
P23900,NaN,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q06623,NaN,76942.16,NaN,132435.2,NaN,NaN,NaN,116670.5,NaN,NaN,NaN,NaN,NaN,149367.8,NaN,NaN
Q03305,NaN,237512.9,160729.2,358947.8,NaN,NaN,123579.9,144129.6,2.43E+07,2.54E+07,2.32E+07,2.62E+07,2.97E+07,2.72E+07,2.95E+07,3.20E+07
P38302,NaN,643998.8,476079.3,NaN,421120.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P37304,NaN,193643.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,403352.2,NaN,312792.2,82207.87,NaN,105131.5
Q02933,NaN,440807.8,NaN,NaN,227233,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P08536,NaN,141503.1,NaN,NaN,NaN,NaN,NaN,NaN,594358.3,1524124,915731.3,313342.8,526214,353159.3,274617.3,1018820
Q01448,NaN,148574.7,113002.4,113347.1,NaN,291156.6,NaN,188052.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P08539,NaN,877037.1,NaN,NaN,NaN,NaN,NaN,NaN,4534387,1832220,NaN,217647.6,NaN,96124.79,671598.4,NaN
P35719,NaN,794580,1371483,164086.6,NaN,518504.2,590824.4,NaN,1.53E+07,1.18E+07,2.01E+07,1.33E+07,1.43E+07,1.25E+07,1.28E+07,9348834
Q12152,NaN,167101.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P27637,NaN,454763.7,179900.8,145162.3,564395.9,1243795,1141274,1115271,5772760,1992718,1874680,4624154,3400208,4135301,3225769,4090118
Q08979,NaN,250933.1,624458.8,373839.7,307866.9,112196.8,NaN,448150.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P32605,NaN,207250.4,NaN,183797.5,620082.5,185055.6,878441.8,86434.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P32329,NaN,111436.6,NaN,NaN,79153.02,NaN,64071.83,NaN,566680.4,1396295,621771.5,399721.1,479742.3,559565.9,565716.7,1348967
Q12091,NaN,63294.43,338525.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P32915,NaN,147915.8,NaN,NaN,322007.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P36006,NaN,NaN,137668,NaN,NaN,NaN,NaN,70850.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P21965,NaN,NaN,155478.1,NaN,NaN,NaN,NaN,NaN,1755229,5236588,3439115,1443370,3705604,1089593,2024482,1479005
Q12517,NaN,NaN,197177,NaN,NaN,NaN,NaN,77911.63,1708014,1782804,1601567,1630978,408894.4,325850.3,589483.7,754355.1
P38889,NaN,NaN,84109.72,NaN,NaN,NaN,131928.8,NaN,165341.1,866210,655988.6,529283.2,558466.6,1827743,104311.7,580339.6
Q06819,NaN,NaN,80254.76,159443.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P43556,NaN,NaN,326872.5,NaN,NaN,NaN,NaN,NaN,437156.5,NaN,199933.9,1009101,NaN,126143.4,496249.5,NaN
P39003;P39004,NaN,NaN,454221.6,NaN,NaN,68237.19,NaN,NaN,4807850,1850414,2486194,2078107,7430896,727011.8,1808806,677331.2
P33418,NaN,NaN,97146.45,NaN,NaN,NaN,NaN,198080.7,4820195,6405622,3945510,5309459,3458004,3477947,3509924,3562331
Q08873,NaN,NaN,56175.38,NaN,NaN,NaN,NaN,NaN,544481.3,588766.7,802286.5,966900.3,NaN,170961.1,148042,248755.5
P21672,NaN,NaN,0,NaN,96813.91,NaN,493065.2,1696883,1658384,1259285,4436712,3227811,1.58E+07,1.30E+07,1.85E+07,1.75E+07
P25638,NaN,NaN,278531.1,195268.1,NaN,172640,NaN,NaN,1980207,697225.4,134623,629026.3,1691199,964258.6,231476.9,179353.8
Q03768,NaN,NaN,92288.93,NaN,NaN,NaN,NaN,NaN,359814.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P34160,NaN,NaN,172819.8,NaN,NaN,NaN,NaN,NaN,NaN,90209.38,NaN,NaN,NaN,NaN,NaN,NaN
P28495,NaN,NaN,103620.2,NaN,NaN,NaN,NaN,NaN,4885365,1.57E+07,5476624,7315171,9903255,8913236,1.06E+07,1.69E+07
P37296,NaN,NaN,60545.47,NaN,NaN,NaN,144904.8,NaN,703547.5,103742.7,697596.5,525371.9,90698.87,455383.5,307724.1,602922.5
P53893,NaN,NaN,514087.9,NaN,NaN,NaN,94831.85,NaN,1907083,1460648,2020186,1096862,963693.2,1393473,1116732,1567195
P47076,NaN,NaN,2083749,833890.1,490763.8,NaN,217881.6,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P32857,NaN,NaN,1024636,NaN,NaN,239527.7,NaN,NaN,NaN,NaN,336064.5,NaN,396160.2,216404.7,257043.7,428742.5
Q12267,NaN,NaN,137406.9,NaN,NaN,NaN,108013.1,159908.9,NaN,384887.9,NaN,189307.6,354176.3,303948.1,213340.8,156866.3
P52917,NaN,NaN,167299.8,NaN,NaN,NaN,NaN,NaN,484206.2,87101.38,1485548,153480.1,464109.3,1024779,283306.8,464293
P39706,NaN,NaN,63811.85,156494,NaN,222324.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P25303,NaN,NaN,62273.56,NaN,NaN,272850.7,NaN,NaN,9.70E+07,6.54E+07,8.81E+07,7.41E+07,2.61E+08,1.21E+08,9.37E+07,1.41E+08
P50947,NaN,NaN,130988.9,186008.9,NaN,748498,105248.7,NaN,5467049,2733212,3559362,3366408,3577788,2916956,2554769,2522608
P47029,NaN,NaN,73629.21,129941.9,NaN,86702.27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q05911,NaN,NaN,420998.8,276386.5,NaN,794849.6,502116,853634.3,2014282,1486961,3749300,4209177,5063080,2897354,3688901,2529354
P38250,NaN,NaN,273544.5,NaN,NaN,298125.4,197830.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P33338,NaN,NaN,141808.6,NaN,NaN,92811.58,38221.96,NaN,2608189,1872154,1235345,2257568,965075.5,3742254,2323843,3093107
Q99383,NaN,NaN,333845.6,711686,554931.3,NaN,402446,1122364,2.12E+07,2.59E+07,3.23E+07,2.36E+07,1.94E+07,2.11E+07,2.04E+07,2.53E+07
P40562,NaN,NaN,162319.7,133237.6,NaN,0,101948.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q02207,NaN,NaN,644428.2,NaN,332056.7,NaN,NaN,NaN,NaN,4497467,2773229,620402.9,4724886,1824428,3143155,1891128
P33895,NaN,NaN,541587.3,NaN,NaN,NaN,NaN,NaN,0,NaN,557699.5,314512.7,NaN,NaN,NaN,172014.7
P14736,NaN,NaN,119949.3,NaN,NaN,NaN,198087.5,NaN,NaN,335148.8,NaN,NaN,NaN,NaN,NaN,NaN
P32367,NaN,NaN,821702.2,141948.7,NaN,30658.38,94579.81,120759.5,NaN,NaN,244279.4,NaN,134602.8,74988.87,NaN,50633.64
P00899,NaN,NaN,580066.2,0,NaN,517375.4,242884.9,395190.8,1127031,188576.2,1140836,1179561,1732744,2105026,1340767,1703006
P46680,NaN,NaN,73835.34,NaN,NaN,NaN,NaN,NaN,178080.6,1799320,1641825,1389824,1083359,1820697,1120272,1269157
P36533,NaN,NaN,144261.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P38810,NaN,NaN,115225.1,NaN,NaN,NaN,NaN,NaN,113894.3,NaN,NaN,NaN,NaN,NaN,106200.6,447439.9
P36059,NaN,NaN,67623.01,1544600,NaN,NaN,60333.86,111458.9,386788.1,2655467,2379549,204840.3,1121576,1134477,952004.1,1498315
P54790,NaN,NaN,410909.9,232256.4,NaN,534013,127754.6,287566.8,NaN,NaN,NaN,NaN,NaN,NaN,177051.7,NaN
Q12094,NaN,NaN,0,NaN,NaN,0,390425.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P46948,NaN,NaN,80689.33,NaN,NaN,NaN,NaN,NaN,NaN,420433.8,1219577,135012.5,522305.8,1617829,180895,NaN
P53086,NaN,NaN,78546.7,NaN,NaN,NaN,NaN,101876.9,67766.82,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q06639,NaN,NaN,308834.3,742177.6,NaN,NaN,65867.96,747079,152383.2,1319177,NaN,NaN,362634.4,383893.6,NaN,NaN
Q12415,NaN,NaN,86188.28,83346.57,NaN,NaN,NaN,462510.1,421998.9,154600.1,630952.8,0,NaN,236507.1,507585.5,161540.6
P18562,NaN,NaN,175268.2,103971.3,NaN,629642.1,0,218588.3,1606787,6378286,6253444,5995758,5066273,4313321,4414277,4017583
P40366,NaN,NaN,143275.6,NaN,0,176364.1,NaN,0,2227429,3247291,2019057,2205189,1537234,1556037,2126397,1629000
P43565,NaN,NaN,522751.9,NaN,NaN,334800.3,333994.2,NaN,500182.7,83585.3,88399.45,59532.6,63432.85,113518.5,0,75594.49
P13712,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,2003196,NaN,NaN,0,NaN,NaN,NaN
P25297,NaN,NaN,1286184,NaN,NaN,NaN,284180.3,NaN,1098040,961868.6,415547.7,566115.3,NaN,NaN,428171.6,NaN
P32864,NaN,NaN,123116.7,NaN,NaN,NaN,NaN,NaN,666300,1995688,2120068,2785792,2638800,1190718,3299474,2925044
P40482,NaN,NaN,877925.8,NaN,NaN,99988.93,63012.91,80038.07,8605836,1.93E+07,1.41E+07,1387036,6316566,2145944,2488540,7050146
P04819,NaN,NaN,82198.3,588281.3,NaN,NaN,NaN,NaN,2530149,5690572,4104316,3596755,974865.4,1850558,151718,924062.4
Q06680,NaN,NaN,659762,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2297534,144669.6,NaN,114763.9,160781.8,NaN
P36083,NaN,NaN,434570.6,570113.3,NaN,275641.2,NaN,NaN,NaN,123962.3,NaN,NaN,500271,230305.6,133593.1,NaN
P40462,NaN,NaN,298401.2,NaN,NaN,NaN,NaN,NaN,4929262,4165458,6407239,3825065,3978732,3998818,3299611,3441239
P25605,NaN,NaN,146590.4,0,NaN,NaN,NaN,0,1.93E+07,2.96E+07,2.90E+07,1.34E+07,3.00E+07,2.06E+07,1.57E+07,1.58E+07
P32642,NaN,NaN,258290.6,302288.2,144989,86423.02,85293.92,NaN,1021313,1208730,595547.7,870733.1,1370236,2636848,2173208,2450147
P39009,NaN,NaN,205507.7,0,5892087,3357936,3083677,5252641,100432.6,NaN,NaN,NaN,NaN,225065.5,NaN,NaN
P25270,NaN,NaN,28461.45,NaN,NaN,NaN,NaN,59065.61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P53953,NaN,NaN,470234.5,123328.7,NaN,223535,NaN,137021.9,1417197,3955366,NaN,1930019,1346291,3050889,3227162,997882.1
P17709,NaN,NaN,743315.3,184209.2,NaN,NaN,NaN,261997.2,6628520,1.02E+07,5540424,5776320,1.19E+07,8704897,8325179,8617203
